| OTOMRO   |UNIVERSE| INPUTS                                                               =>    OUTPUTS                                                                            | NRG USED   | REACTION TYPE                | CHEMIST WALLET                             | initateReaction() TX HASH                                          | analyseReactions() TX HASH                                         |
|    38759*|bohr    |  Eb-20∙ +   K-34∙                                         +       59 =>   Eb-20 + K-34                                                           +      56.05 |       2.95 | none                         | 0x974a6266015e7be68470bc8c9dfa99638867b34f | 0x3c948da7284c0577e18b4f6cd2135a33d663b043e959fc383b2e5aaca7bd8cb1 | 0x79310c5c3765348a0466a18f0ab5f59f2875f5ec09cb6177c1bc3f3f4c10a909 |
|    38760*|bohr    |   Sr-1∙ +  Ct-15∙ +  Xj-19∙ +  Nd-30ª                     +        5 =>   Sr-1 + Ct-15 + Xj-19 + Nd-30                                           +       4.75 |       0.25 | none                         | 0x2ef2564b0014cdcfec339214e5c24b4990f28d54 | 0x125bafcc3ba92a69408851312ae00ff043cf31bf674f60aa21304aabfb6fe0b8 | 0x93ae4c612dd390f20806c1a97d970760d8c770dcf14316b40207e557018677dd |
|    38761*|bohr    |  S-102ª                                                   +    10000 =>   Pb-47 + Pg-55                                                          +     652.95 |    9347.05 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xddcfa158df93f261396f8776c4b49874b84dedf6b1e90480adbb56c140d244d7 | 0xb4d889588eefb026a7bdf793525b50d933b4be65a12175abf932d7fd53b26536 |
|    38762 |bohr    |   Sr-2∙ +   Sr-2∙                                         +       10 =>   Sr₂(Sr-2,Sr-2>)                                                        +       5.69 |       4.31 | metallic                     | 0x44443cf6e3551109746b42150336c513e6e08e9b | 0xa9274b3710c928848287fa9a2a7d25c2378180d5bd718301e8e979e5368f9ad6 | 0x9da5d18c8a4e00f30874d74b5d978ce966adf8b1e8495ac9a26a079bc1499c15 |
|    38763*|bohr    | Da-100ª                                                   +    10000 =>   Pb-46 + Ux-54                                                          +     489.23 |    9510.77 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x08a2c21c379cbabb4ea307cdced9393c44e160e7ed87ea3f85d424a939c26b6d | 0xc18209d2b3274aa83b4ec914b6a17bae6a2c3de03a684041329b895c19738c56 |
|    38764*|bohr    |  Ok-97ª                                                   +    10000 =>   Uq-45 + Ux-52                                                          +     893.75 |    9106.25 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x33854017786de5239811e10c2ed0696a9a8e4a68d445013df2feea027beda0ac | 0x18003b5a69ec413630d4b8ec37f6e435403f356457f0f022fd4e6bbab1bc9f94 |
|    38765*|bohr    |  Yu-29∙                                                   +     5000 =>   Vi-13 + T-16                                                           +    2636.75 |    2363.25 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x8a08cb5e40eec736cb9115935b235e419e2621ab6c17083a5086dee593c5d727 | 0xe285b49bbbc9b1ef2069301f1931e5a1de01685601e7deb49fb983e8a6ab3a80 |
|    38766*|bohr    |  Cl-25⁺                                                   +     5000 =>   Vi-12 + Ct-13                                                          +    3680.67 |    1319.33 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x819e7e57e59251ff2b8d8dd017f073ffc10ceb637066ef03ca7fe2cc5c5bd376 | 0xed42d0fe8a0db30c3e4cc0958434b0ec023a0d8860ab093307ead7d5ceb88187 |
|    38767*|bohr    |  Eb-20∙ +  Eb-20∙ +  Uq-47⁻ +  Kk-71ª +  Kk-71ª           +      150 =>   Eb-20 + Eb-20 + Kk-71 + UqKk(Kk-71,Uq-47>)                             +      37.83 |     112.17 | metallic                     | 0x2ef2564b0014cdcfec339214e5c24b4990f28d54 | 0x87e8c11ac3f29fc9b56dc0a886c968abc143ca55e63b8914e582e762739f4731 | 0xcc2e29a5b06682653cc6af05dee959d7c0e66acb41e90c9ee4bc02a6fee1dca6 |
|    38768 |bohr    |   Dz-8∙                                                   +     5000 =>   Ei₂(Ei-4,Ei-4>)                                                        +    4519.73 |     480.27 | metallic, nuclear            | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x0f6f80dbb893cc385b3e4c3a8c039a4e3157e2c151d60da440d60e2f05bc4991 | 0x841720548964b6680a033b04051b232df7371c1a288ecb9c5633858010e530ab |
|    38769 |bohr    |   As-5⁺                                                   +     5000 => ⬇ Sr₂(Sr-2,Sr-3>)                                                        +    4690.27 |     309.73 | metallic, decay, nuclear     | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x859992972240d7429eef648a2e043cd2ad789d72ee79bf220de8a8e97092e50e | 0x68a14b1b61b05d555546eb2475a87d18e73d16595ce90990edde5c3b00a3d004 |
|    38771*|bohr    |  Eb-22∙                                                   +     5000 =>   Gj-11 + Gj-11                                                          +    3467.07 |    1532.93 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x5c51c66aa4b17b4ddb7cddb5e63229d98a2f655eac468be7ed5d0df12122a388 | 0x31775d5e301effae281c16eb5710154ad3850c63e1f15785a4c59e1efa98db90 |
|    38772 |bohr    |  Ct-17⁻                                                   +     5000 => ⬆ Dz₂(Dz-8,Dz-9>)                                                        +    4270.31 |     729.69 | metallic, decay, nuclear     | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x52517d0bb22e4905fd0ff07ca7be260a58645f7200d5365c88e7e42201a941fd | 0xffc5b4808f088210e4c8161f1da766c30a53a174b51f625f531c43f44ca45e5c |
|    38773*|bohr    |  Xj-18∙ +  Eb-20∙ +  Eb-20∙ +  Nd-30ª +  Nd-30ª           +      345 =>   Xj-18 + Eb-20 + Eb-20 + Nd-30 + Nd-30                                  +     327.75 |      17.25 | none                         | 0x2ef2564b0014cdcfec339214e5c24b4990f28d54 | 0x7594ddf3ba7e2416952eff9010f449e00b8eebb569357d7db59e1de7a9986264 | 0x5d35bb6386e312798add069885535ef29aea2bda4f087b0f014e177cf3a6f799 |
|    38774 |bohr    |  Eb-21∙                                                   +     5000 =>   Gj-10 + Gj-11                                                          +    3528.22 |    1471.78 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xa5b44d67332409f81b1e9192209a43755fa1aa439356f2a491d06b174a1c1fe7 | 0x1584542f9621f4ff16db5cca46e239227c6cb8ea8266b94796871191b6134b0e |
|    38776 |bohr    |   As-7∙                                                   +     5000 =>   EiSr(Ei-4,Sr-3>)                                                       +    4561.66 |     438.34 | metallic, nuclear            | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xf644c17025c9266acc1722b23bc8372808f33c32297f95c3cef1630c443b3547 | 0xe27bdba91eb58603af0fe4f2d9780286edd6526bc025cf64ced38490a462e7ca |
|    38777*|bohr    |   P-22⁺                                                   +     5000 =>   Gj-10 + Vi-12                                                          +    3856.69 |    1143.31 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x26f4d0d2cd7c7f77443880f3b9b01458daf01aaa4463e69ab203ca45a112092a | 0x7b678f65ea3034c27f67cefbf773c4abc05ad44289ce25acf7916ee4db059ea0 |
|    38779*|bohr    |   Ei-4∙ +  Xj-19∙ +  Eb-20∙ +  Kk-71ª +  Kk-71ª           +      330 =>   Ei-4 + Xj-19 + Eb-20 + Kk₂(Kk-71,Kk-71>)                               +     187.54 |     142.46 | metallic                     | 0x2ef2564b0014cdcfec339214e5c24b4990f28d54 | 0x3c94385b0d34fdf6b8b9a8fd2cb00bdf24dbe46fb9e540ac51093fc1dd4863a1 | 0x91b8cacf9ada6e15e4310c1c430422b5734e2f4c8e6bc375c6f81c9ce25b109d |
|    38780*|bohr    |  Gj-10∙                                                   +     5000 =>   AsEi(As-6,Ei-4>)                                                       +    4429.42 |     570.58 | metallic, nuclear            | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xaf36b2ed09f2b2622e77273fe3f050202c79db9773b1dbab4402ece1e9955aed | 0x4faf6bab82b92155c74717d3e13efe5a8eeaecf015e47e89ec6c39d8823a3624 |
|    38781 |bohr    |   As-6∙                                                   +     5000 =>   EiSr(Ei-4,Sr-2>)                                                       +    4600.12 |     399.88 | metallic, nuclear            | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x8b092c6b07a0ff03ee5b0928fc86cfd54f594845542f0753dc8af6026bb95dcc | 0xfeb145a53c52e827b1a488697b17b258006c420276075c78862d548aeff5fbfb |
|    38782*|bohr    |  Kk-70ª                                                   +     5000 =>   Kk-70                                                                  +    4750.00 |     250.00 | none                         | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x54f6a96fcd9c4489746195c5587637ad98dc92e0a89ac93d2353ae49464554f9 | 0x26519f1dd82cab0b00b757ffea442f1600f498ffa8487bb329bc123708906fd0 |
|    38783 |bohr    |   Sr-1∙ +   Sr-2∙                                         +       20 =>   Sr₂(Sr-1,Sr-2>)                                                        +      16.14 |       3.86 | metallic                     | 0x44443cf6e3551109746b42150336c513e6e08e9b | 0x010b297c246460b1bbe8747e3a3c11d551fd83af8f24bf7c039656bd6e469005 | 0x9562504c274ae52836dab2cc67dcbdd8bdd53af8675959c540fe7034f41fe86e |
|    38784*|bohr    |  Pb-46⁺                                                   +     5000 =>   P-22 + Ro-24                                                           +    1869.03 |    3130.97 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x72fdb778ebc4f0b87d93ae783bb3cde0bb91d4a9c91394e3b9c26f902d84005e | 0xe82c9b1834bd482bee10b774add7fb38b564a851e820c31d75484398b253c656 |
|    38786*|bohr    |  Uq-47⁻                                                   +     5000 =>   Eb-22 + Ro-25                                                          +    1717.33 |    3282.67 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x4b44d795a686f1cf210fce2fd4aefc92d17b46a45ebf703104341d4fa70ad861 | 0x9c1a4288838db30bc5af705274adcdd2c695b395b3c5e0c678511a9946394b09 |
|    38787*|bohr    |   Ei-4∙ +   Ei-5∙ +  Ct-15∙ +  Xj-19∙ +  Ro-24ª           +      570 =>   Ct-15 + Xj-19 + Ro-24 + Ei₂(Ei-4,Ei-5>)                                +     532.16 |      37.84 | metallic                     | 0x2ef2564b0014cdcfec339214e5c24b4990f28d54 | 0x6bd3a405d0235f3213ce9fb86b6c820c8e88a0f5bb4b95111d68713509be88de | 0x37602babe4260a465907255369943a2a2b5b4d32214b76db9cac632b679463be |
|    38788*|bohr    |  Pb-48∙                                                   +     5000 =>   P-23 + Ro-25                                                           +      97.76 |    4902.24 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xd049a4e8765d24216283daf1c0641d6efd92cd7f5fc971cd376db47206d643eb | 0x73be4f2a08b0a11d5282079fb9e4cb5a595e83dfc6ccbda37227577412241a18 |
|    38789*|bohr    |   L-51⁺                                                   +     5000 =>   ClRo(Cl-27,Ro-24>)                                                     +    1245.70 |    3754.30 | metallic, nuclear            | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x5626ad36cf761b2494976a601ec6c138c1cd250c7e6d001fec90c5ae2f4fa8cc | 0x45b065a40c386fcb20c8a5c85a4b6c15894a588ffbf1fa685e8283ee8ceb69b1 |
|    38790*|bohr    |  Ct-15∙ +  Ct-17⁻                                         +      100 => ⬆ Ct-15 + T-17                                                           +      95.00 |       5.00 | decay                        | 0x44443cf6e3551109746b42150336c513e6e08e9b | 0x771b558eee413a58194bdb49d85c9fceb69261bdfda1dced966b744cfc30e664 | 0x691c2497b50dcc91648e816f99fe3cb8a337d581802d2a4880028c443098a39c |
|    38791*|bohr    |  Ro-24ª                                                   +     5000 =>   Vi-12 + Vi-12                                                          +    3682.17 |    1317.83 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xe57eb24e7e85a70c0bfa739020771e4ff901b30894bcd90f7a9aa2a9ed6bae40 | 0x1d96b0b81cb1517d937018ffbd942ef5998bcd519c2a1abb48fab89b5b15fcf6 |
|    38792*|bohr    |  Yv-72ª                                                   +     5000 =>   Yv-72                                                                  +    4750.00 |     250.00 | none                         | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x25fa23fabbe21dde0a2be32b69b517e83717b5363a18da6da8a3779b6b0e29af | 0x7c38af63237407e5b3c12990a43930b85e4cca9756641b0b7be12963c044b0a0 |
|    38793*|bohr    |  Eb-20∙                                                   +     5000 =>   Gj-10 + Gj-10                                                          +    3599.00 |    1401.00 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xbbc19a42682589135e8fa39b332f2854a7bf1e5abb3c32c7e3051bfe921c406b | 0x44e60a6e656ffac7ffe6628a9e119d6e08739b52e1e7c6603a11873643cbffb2 |
|    38794*|bohr    |  Ct-15∙ +   T-17∙                                         +       10 =>   Ct-15 + T-17                                                           +       9.50 |       0.50 | none                         | 0x44443cf6e3551109746b42150336c513e6e08e9b | 0xbd07a443341202a08ccd3e17c3bdee08f9460ee827f21e43b4d44e100aefa239 | 0x1dcb2e1396c41f8ecc16f1e2cb8a9db69811094d9b15cad0b833a823ad7c3fce |
|    38795*|bohr    |   K-31⁺                                                   +     5000 =>   Ct-14 + Xj-17                                                          +    3229.65 |    1770.35 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x4e11f7db671d84f7b7a0acc013c6f3a33e7d630c0986f41adb97b0cfd71175cf | 0xf39d40c6d59a2dfd4f84a502ad22c2634df4b3764fcef86cd7fc67acefea794a |
|    38796*|bohr    |   Sr-1∙ +   Dz-7⁺ +  Nd-30ª                               +       46 => ⬇ As-7 + SrNd(Sr-1>Nd-30)                                                +      27.66 |      18.34 | chemical, decay              | 0x2a39fd94e139952c3958e69172ba918d8f533571 | 0x51584ef0488bd802e56674a83cc62854646ad46b88365cf941f85793b57b359f | 0xca17568532a73ca67202a4ff0edba9e95d51f2306cfe0447597a86109f3a211d |
|    38797*|bohr    |  Ai-61⁺                                                   +    10000 =>   Yu-28 + Mt-33                                                          +    5138.65 |    4861.35 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x7c2aa6a46f0acd4c14db9332dbc9a39302a8f8cd61c21c01954f5e82f604879d | 0xead3216344d5fc92cfabea21433ba429fb3c6ec9cd315e4c61a7fdba3cba0323 |
|    38798*|bohr    |  Xj-19∙ +   P-23∙ +  Nd-30ª +   K-34∙ +   L-51⁺           +      540 =>   Xj-19 + P-23 + Nd-30 + K-34 + L-51                                     +     513.00 |      27.00 | none                         | 0x2ef2564b0014cdcfec339214e5c24b4990f28d54 | 0x38a20517fd29ac857f34e731ea2ec966f2bc57f0bb29962a3cf056cae35497bc | 0x7438b5deb89f69d5ca3d156fcf7926d48dd69fc0a9091b55fc84441f5db40a61 |
|    38800*|bohr    |  Yu-27⁺                                                   +     5000 =>   Vi-12 + T-15                                                           +    3535.61 |    1464.39 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0xc120cf5b469840ab3828a5b8493771fda1da08f68d763b2ecb55a20453bd57e4 | 0x695cc4cfae8cff637b86d95a79bebf0a928fbd2911b1843b473f135c5b349113 |
|    38802 |bohr    |  Yu-27⁺                                                   +     5000 =>   Vi-12 + T-15                                                           +    3535.61 |    1464.39 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x3d2b1c850233c472ecb451c503807afb08dcf854a27be752df40f3a227b94b59 | 0xc667f17b4fbee6c4a4fc6d5d715fc0a130c7fa3d3980b7473b516bc329fb16a9 |
|    38803*|bohr    |  Xj-19∙ +  Eb-19⁺ +  Eb-20∙ +   P-23∙ +   L-51⁺           +      520 => ⬇ Xj-19 + Xj-19 + Eb-20 + P-23 + L-51                                    +     494.00 |      26.00 | decay                        | 0x2ef2564b0014cdcfec339214e5c24b4990f28d54 | 0x6c6788e86f6956e33cbe98a7c98350ae4d3c38b48c27765ec437b66fe57dc9d5 | 0x41d5cf01299f1a3e5c841d6dd9e692c9338620efbc767044806282e5e9528755 |
|    38804*|bohr    |  Ct-14∙                                                   +     5000 =>   DzAs(As-6,Dz-8>)                                                       +    4166.09 |     833.91 | metallic, nuclear            | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x94cc396404eb0d19e9aab1a07d8f38e090c9dd763ad35226826d9c80cdf291ff | 0x9895c866063c24b4a24b11b31f6f5f4441bfc0f0b2aae0f61c3a66d342bf1af5 |
|    38805*|bohr    |   P-23∙                                                   +     5000 =>   Gj-11 + Vi-12                                                          +    3319.36 |    1680.64 | nuclear                      | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x04da6c43840bb506eab5764c0df802533149a809ed5f88d353f4541fecd96d77 | 0x77b3f22e9b8e74dbfa40412618d1c0fd8524dac48e04d862062d78792e5ddaf8 |
|    38806*|bohr    |   Sr-1∙ +   Sr-1∙ +   Sr-1∙ +   Sr-3∙ +  Gj-11∙           +      490 =>   Gj-11 + Sr₄(Sr-1,Sr-1,Sr-1,Sr-3>)                                      +     459.79 |      30.21 | metallic                     | 0x2ef2564b0014cdcfec339214e5c24b4990f28d54 | 0x76bb4fa562fcc5d22295935c357a931905c84819793a32a1b53a3203a91db68b | 0xbd2f6370bb43adf5572be33962c6885ac582cd383ca3dcbf1410597292f7b55a |
|    38807 |bohr    |   T-15⁺                                                   +     5000 =>   Dz₂(Dz-7,Dz-8>)                                                        +    4289.42 |     710.58 | metallic, nuclear            | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x336781d7ceb03de1d63161e42ed1f2e5aa126bc459a0203a06c095afc133dd5c | 0xca88a376c94bcbc44f99a8b03717b3a69df02bdfa3d806366a22e92224e87025 |
|    38809*|bohr    |   T-16∙                                                   +     5000 =>   Dz₂(Dz-8,Dz-8>)                                                        +    3944.51 |    1055.49 | metallic, nuclear            | 0x9c54a9c609212d2fd034b55cf3b42ba99af52880 | 0x692030626b82e47a2a1c07f6974360545328787e34de1298b17ef4a515dde821 | 0x9077d63b86fdd3d098d2c3f710f626713d117b2e71439fb63520ca46310d55c8 |
