| OTOMRO   |UNIVERSE| INPUTS                                                               =>    OUTPUTS                                                                            | NRG USED   | REACTION TYPE                | CHEMIST WALLET                             | initateReaction() TX HASH                                          | analyseReactions() TX HASH                                         |
|    46867*|bohr    |   Sr-1∙ +   Sr-1∙ +   Ei-5∙ +  Nd-30ª +  Nd-30ª           +      126 =>   Ei-5 + Sr₂Nd₂(Sr-1,Sr-1>Nd-30,Nd-30)                                   +      87.62 |      38.38 | chemical                     | 0xc378879fd7f11d3cc7061874d7d59422ce934c1e | 0xe94e291bfef34917f8dd71bc6f00d82aaf7a366330211af3497f02c7da21b316 | 0x20093008d2a9588baaf2794b6cfba8c58604297ab16524bfc6fb4ffecc6e8f63 |
|    46868*|bohr    |   T-16∙ +  Xj-17⁺ +  Uq-47⁻ +  Uq-47⁻ +  Pb-48∙           +     2500 => ⬇ T-16 + T-17 + Pb-48 + Uq₂(Uq-47,Uq-47>)                                +    2284.53 |     215.47 | metallic, decay              | 0xa33a786eaf6286a1f301ab875d94f9419c530356 | 0x8710a6a17fd29eef499b60f3cbae4aea6f1e010c611990b4f479b2e6cd020dea | 0xa0d08222442c9244e07c6047ffe4b526495ad54053678e1a9db4912c20c9646e |
|    46869 |bohr    |   Sr-1∙ +   Dz-8∙                                         +      500 => ⬇ Dz-9                                                                   +     135.46 |     364.54 | decay, nuclear               | 0x9ce0ca4d5434cbf24b83d842533704c82efcba90 | 0x2df3ec1b546b8e0b676e103782270475e03e9154f2178e8c726f475a4ef8841d | 0x240f2e7fccf03bcdd8fc9e6cb665e1b54969c410417fb6d09122ed633f3e5c8d |
|    46870*|bohr    |  Mt-35∙ +   L-51⁺ +  Gy-67ª +  Kk-71ª +  S-102ª           +     2333 =>   P-22 + Co-80 + MtL(Mt-35>L-51) + KkGy(Gy-67,Kk-71>)                    +    2060.39 |     272.61 | metallic, chemical, decay    | 0xa33a786eaf6286a1f301ab875d94f9419c530356 | 0xc0ff78559daed0e8f520d783c399363235c1ffd7f4b01b9623550fb5af3bd44d | 0x139a60dcc0c9cd6106e8c1ea90437f23d96885e05f2b0dd46fd3bad1dfc595e7 |
|    46871*|bohr    |   Sr-2∙ +   T-16∙ +   T-16∙ +  Nd-30ª +  Nd-30ª           +      116 =>   T-16 + T-16 + Nd-30 + SrNd(Sr-2>Nd-30)                                 +      93.64 |      22.36 | chemical                     | 0xf23a828d8c16aa64a38d8eccd1513d81c89650f4 | 0x72757059fbc6310d2159446fbacc3c60e1dc094d65bc6af3c0881ca040dd7a61 | 0x6d88e56ededbadbbab11a5c440fff149153bf10a914c91b234638e86268a22e1 |
|    46872*|bohr    |   Sr-3∙ +   K-34∙                                         +     2000 =>   Mt-37                                                                  +     971.87 |    1028.13 | nuclear                      | 0x31963b060d71ee24a6d458b75aa85e63b99bd7fb | 0xb10062914c1c2120ea50c31e1f26c71833fc05b4ad7974ccd703029a4c24c785 | 0xa5cedf014bc5b16e8bf09a5d165116c23e18f54e4fee97f036e19e7ffe7c1f25 |
|    46873*|bohr    |   Sr-2∙ +   Dz-9∙ +  Cl-27∙ +  Co-80ª +  S-102ª           +     2000 =>   Dz-9 + P-22 + Co-80 + Co-80 + ClSr(Cl-27,Sr-2>)                        +    1872.38 |     127.62 | metallic, decay              | 0xa33a786eaf6286a1f301ab875d94f9419c530356 | 0xa90d45ed1e9aaa7a4b16e9743db950f0b6b2644f82a098b7bc9c9361a1ac85fd | 0x866a09811c10c9aa3d1be97bd9d91807227582ea5e00064ae1d81904268f5958 |
|    46874*|bohr    |   As-6∙ +   T-16∙ +  Xj-17⁺ +  Nd-30ª                     +      100 => ⬇ As-6 + T-16 + T-17 + Nd-30                                             +      95.00 |       5.00 | decay                        | 0x1939a73feb7cd1799d116feeda5f2deac56c1a5f | 0x18f38bc97c996f96d2b7577c85b3d6eba8defe3eb0a5662e99d425ceaff8045d | 0x3c75a33d1d2cb18944a0330656a44faa04278139ed958ee79416c285534e933f |
|    46876*|bohr    |   Sr-1∙ +   Sr-1∙ +   Dz-8∙ +   Dz-8∙ +   Dz-8∙           +        0 =>   Sr-1 + Sr-1 + Dz-8 + Dz-8 + Dz-8                                       +       0.00 |       0.00 | none                         | 0x1939a73feb7cd1799d116feeda5f2deac56c1a5f | 0x12615aaa7e0e695763731b5880a86a054be1ea36c1944378421c0b4cf0bca2a8 | 0xfc198b70bad409dc0d8e6e7fe66c301d784fc0fb6019ebcd6939800904ed237d |
|    46877*|bohr    |   Sr-1∙ +   As-6∙ +   T-16∙ +   P-22⁺ +   P-23∙           +     1777 => ⬇ Sr-1 + As-6 + T-16 + Eb-22 + P-23                                      +    1688.15 |      88.85 | decay                        | 0xa33a786eaf6286a1f301ab875d94f9419c530356 | 0xd1888e95d98ab3e97a72d3b2d64c8df5bc60fd89fc7b9b33b1d154b3cfadd067 | 0x6f6c47ae0621e4e00b431c8d07ae6eac4a41df8dee56ed25cf34830c41b702f2 |
|    46878 |bohr    |   Sr-1∙ +   Dz-8∙                                         +      500 => ⬇ Dz-9                                                                   +     135.46 |     364.54 | decay, nuclear               | 0x8f20e066999088880b9e232f84e90c220cd32118 | 0xbf848e4c2a29b0ecba71d8ba78e0920995b8a65006c13273e4ad1ba215a009f2 | 0x9b03f049946c7f569496b483a73fc24e4e93e6131dfed89d0396b8422961d68f |
|    46879*|bohr    |   Sr-1∙ +   Sr-1∙ +   Dz-8∙ +   Dz-8∙ +   Dz-8∙           +      100 =>   Sr-1 + Sr-1 + Dz₃(Dz-8,Dz-8,Dz-8>)                                     +      67.54 |      32.46 | metallic                     | 0x1939a73feb7cd1799d116feeda5f2deac56c1a5f | 0xd235f850b8b24f6c11077451b540cd7ceb05826e7b8cbeb1bd7a71d83250befd | 0xdf3718d5e61863ffe947d3dc76b30c7e782b571aa2e65ecf1fabd341b712e261 |
|    46880*|bohr    |   As-6∙ +   As-7∙ +   T-15⁺ +  Xj-18∙ +  Xj-18∙           +      110 => ⬇ Ct-15 + Xj-18 + Xj-18 + As₂(As-6,As-7>)                                +      90.23 |      19.77 | metallic, decay              | 0xb42e4c26f366fc0ad617356a2ea172c909599c3a | 0xe07e80a19627da83bd5ee468cfb309035765bdb0d041f64f80f3306427a650e7 | 0x7b582be4c2425228e3963aaaad50cc43d3b5888bb2051758798f405d80fca8ad |
|    46881 |bohr    |   Sr-1∙ +   Dz-8∙                                         +      500 => ⬇ Dz-9                                                                   +     135.46 |     364.54 | decay, nuclear               | 0xef9d1fbcdb2027cffe362c12716666f9cc777286 | 0xfc04bcc5b6dbf9e5fbb871e2c8ea34e29e2dde50b7516acc9d9572b5274e41d2 | 0xeee4fad55fc8ba71e0fc1fbcad9f29482b98e47339d57133fe45b5d390bd301c |
|    46882*|bohr    |   Sr-2∙ +   T-16∙ +   T-16∙ +  Ct-17⁻ +  Yu-27⁺           +      109 =>   T-16 + T-17 + ClSrT(Cl-27,Sr-2>T-16)                                   +      78.73 |      30.27 | chemical, decay              | 0x6553da5f791116ae2c5fe5b592b6bb2690a2bbbb | 0x33408ecaf3fef96e8bebc0bd99afcadb0c5bcd7cda422ba55bf99645c6556cc4 | 0x9cb014e2a5404ffa9e74c9d2e781dec3d4599280e34d2a88db800d76bd6fe734 |
|    46883 |bohr    |   Sr-1∙ +   As-7∙                                         +      500 =>   Dz-8                                                                   +     149.76 |     350.24 | nuclear                      | 0x48549143af205baaab4807489279d798e1de22a7 | 0xd157bcec98f464e17562662e05f6ae771b2f657a9d9f7216f74b6bb1a75e68cc | 0x3dd5beadd92e5c6b4f0aa9a6cafddc3953bec60a06f75203aa71eedda0dad7b9 |
|    46885 |bohr    |   Sr-1∙ +  Eb-22∙                                         +      100 =>   Sr-1 + Eb-22                                                           +      95.00 |       5.00 | none                         | 0x4d245368a44518a7bca69567b5f662fcc1934a64 | 0xb397972874e124abec27167eebe9c55c1c8035e694172dff537d9c186e9d2d7b | 0xaa586433aa401fa071392424f2c846d4dbd2ee7d30840d96fdb74765b8aa5f32 |
|    46886 |bohr    |   Sr-1∙ +  Eb-22∙                                         +      100 =>   Sr-1 + Eb-22                                                           +      95.00 |       5.00 | none                         | 0x4d245368a44518a7bca69567b5f662fcc1934a64 | 0xdf2c5d5ed1da4dfc6291619aa599378e910152a183c6203e4dd8c59eab998671 | 0xaa586433aa401fa071392424f2c846d4dbd2ee7d30840d96fdb74765b8aa5f32 |
|    46887 |bohr    |   Sr-1∙ +  Eb-22∙                                         +      100 =>   Sr-1 + Eb-22                                                           +      95.00 |       5.00 | none                         | 0x4d245368a44518a7bca69567b5f662fcc1934a64 | 0x4cfc2f9196f8a8eb66fac6940e74a2cf42b11cd09c7045703c7c75914dcdcafd | 0xaa586433aa401fa071392424f2c846d4dbd2ee7d30840d96fdb74765b8aa5f32 |
|    46888 |bohr    |   Sr-1∙ +  Eb-21∙                                         +      100 =>   Sr-1 + Eb-21                                                           +      95.00 |       5.00 | none                         | 0x4d245368a44518a7bca69567b5f662fcc1934a64 | 0xffbbf5ebd0c4e485fabf30d373c68be593fc9fc1956852ccd937d2d3e9342bb8 | 0xaa586433aa401fa071392424f2c846d4dbd2ee7d30840d96fdb74765b8aa5f32 |
|    46889 |bohr    |   Sr-1∙ +  Eb-21∙                                         +       50 =>   Sr-1 + Eb-21                                                           +      47.50 |       2.50 | none                         | 0x4d245368a44518a7bca69567b5f662fcc1934a64 | 0xdaa380ee5d0486c34f094304ec9968a4b7afc505b395464c7d37ba8302f51f3e | 0xaa586433aa401fa071392424f2c846d4dbd2ee7d30840d96fdb74765b8aa5f32 |
|    46890*|bohr    |   Sr-1∙ +   Sr-1∙ +   Sr-1∙ +   Sr-1∙ +   As-7∙           +      100 =>   As-7 + Sr₄(Sr-1,Sr-1,Sr-1,Sr-1>)                                       +      91.19 |       8.81 | metallic                     | 0x48549143af205baaab4807489279d798e1de22a7 | 0xe3a5ffd586a1c2213cef63b6e1daa9df05f8bbc3a06d8def747748ab960f537a | 0xf99d633defdcc0a37994404c9ec7e204ed62478e9efc5ad9fffdf57b7ee66200 |
|    46891*|bohr    |   Sr-1∙ +   Sr-1∙ +   As-7∙ +   As-7∙ +  Eb-21∙           +      100 =>   Sr-1 + Sr-1 + Eb-21 + As₂(As-7,As-7>)                                  +      79.63 |      20.37 | metallic                     | 0xef9d1fbcdb2027cffe362c12716666f9cc777286 | 0x8f13db13df35f8320fd87792bfc78eef15e6ddc1ecc6a5c7ee0738015ac7630e | 0xb2357f9855008bdfc16ccceb5d72870c057687ab0472c1131273f9b717a98afd |
|    46892*|bohr    |   Sr-1∙ +   Sr-1∙ +   Sr-1∙ +   As-7∙ +  Eb-21∙           +      100 =>   As-7 + Eb-21 + Sr₃(Sr-1,Sr-1,Sr-1>)                                    +      92.14 |       7.86 | metallic                     | 0x9ce0ca4d5434cbf24b83d842533704c82efcba90 | 0xd3886deed4eb4a05ab06046fb4b18a485fcb721fbfcdf44f324bf6c133a803ee | 0xc867c9f02f6f62be598c52f2b30085cb59e4e2370fa4e220baf880bc81968b68 |
|    46893*|bohr    |   Sr-1∙ +   As-7∙ +   As-7∙ +   As-7∙ +  Eb-21∙           +      100 =>   Sr-1 + Eb-21 + As₃(As-7,As-7,As-7>)                                    +      71.95 |      28.05 | metallic                     | 0xd33599100025de34c027af1dba90026b9eaec73b | 0x0d63cac7b9defdb945d88d73be2aab65588ea432c724a6de98de4c353e4d7e04 | 0xe9c7c4e03d4b379ad0a26c396c8ae01970f30717ff849a3c5721280889802a45 |
|    46894 |bohr    |   Sr-1∙ +   Sr-1∙ +   Sr-1∙ +   Sr-1∙ +   Sr-1∙           +      100 =>   Sr₅(Sr-1,Sr-1,Sr-1,Sr-1,Sr-1>)                                         +      90.24 |       9.76 | metallic                     | 0xdb8f0c903d848d48c560f3f75f517e659af67502 | 0x4f362e2036cd607587b0d3041eab417cfeb0c79d786451169395805a3f2263b7 | 0x09d971ac4887a92714e59a2c11acfd56f3d05fe11e5484812c59646c89ac8f85 |
|    46895*|bohr    |   Sr-1∙ +   Sr-1∙ +   Sr-1∙ +   As-7∙ +  Uq-47⁻           +      100 =>   AsSrUq(As-7,Sr-1>Uq-47) + Sr₂(Sr-1,Sr-1>)                              +      66.77 |      33.23 | metallic, chemical           | 0xac2418eec70f672e64f5a30b4475c9a6fffaf429 | 0x813ff732a984a8ea5cb4105120816922df11cab2864f3d3d12827ffdf656f246 | 0x1a6592fa59d6454085d04732f0209c2f9ae7ae0b4cf2ac51a1768eb7f832e2e7 |
|    46896 |bohr    |   Sr-1∙ +   Sr-1∙ +   Sr-1∙ +   As-7∙ +  Eb-21∙           +      100 =>   As-7 + Eb-21 + Sr₃(Sr-1,Sr-1,Sr-1>)                                    +      92.14 |       7.86 | metallic                     | 0x8f20e066999088880b9e232f84e90c220cd32118 | 0xc693ed6f191bc82e2355be385cb8be7c8516ce96e48e11e88158aba6a96980c9 | 0x85f17d553b5c5bcde16d755ac9a31a45859226b4bae6fdb1e8c37ab0f2f83bdb |
|    46897*|bohr    |   Sr-1∙ +  Ct-17⁻ +  Ct-17⁻ +  Eb-21∙ +  Eb-22∙           +      100 => ⬆ Sr-1 + T-17 + T-17 + Eb-21 + Eb-22                                     +      95.00 |       5.00 | decay                        | 0x101c94353d6c83bce15b92a00f6de5bab2e78c2d | 0x99494c9df8569abbbbd8c663cc24469f26fb1a484d7d417e620b8328ce52c4bb | 0xb1603957672021a8ab279e03717d25fd75846efe204c378256bbd781345c75a5 |
|    46898*|bohr    |   As-7∙ +  Eb-21∙ +  Eb-21∙ +  Eb-21∙ +  Eb-22∙           +      100 =>   As-7 + Eb-21 + Eb-21 + Eb-21 + Eb-22                                   +      95.00 |       5.00 | none                         | 0xdab75f678c8e42c0756472fd2473a90ed8f73eeb | 0x670fea55dbfd4db3130c1a31a1cee1daef47cf4357119f7ff5c6e114d4d79693 | 0xd283c12b0a371b0bab0500738d209a70f5b5b2b181ca14be2ff64e917754e59e |
|    46900 |bohr    |   Sr-1∙ +  Eb-22∙                                         +        1 =>   ?                                                                      +          ? |          ? | ?                            | 0x4d245368a44518a7bca69567b5f662fcc1934a64 |                                                                  ? | 0xc407b066804047c519f76af6863614b5d2b79d4cb29f4c9a14c2a9cde84a9cec |
|    46901 |bohr    |   Sr-1∙ +  Eb-22∙                                         +        1 =>   ?                                                                      +          ? |          ? | ?                            | 0x4d245368a44518a7bca69567b5f662fcc1934a64 |                                                                  ? | 0x14af245e3c15d8b3f579fda7e4f4ff23eaccc0b2f20cf42c5fe63bde1761d968 |
|    46905 |bohr    |   Sr-1∙ +   Sr-1∙ +   Sr-1∙                               +       20 =>   Sr₃(Sr-1,Sr-1,Sr-1>)                                                   +      16.14 |       3.86 | metallic                     | 0x31963b060d71ee24a6d458b75aa85e63b99bd7fb | 0xdad4c0913254ef568955104e3d7d0646067254412a6d795563dc9aca22e20252 | 0x1405bdf52164b290333422ad3fd4a12ebe59dded45f0311a24864f4143f3c9c6 |
|    46906 |bohr    |   Sr-1∙ +   Sr-1∙ +   Sr-1∙                               +       20 =>   Sr₃(Sr-1,Sr-1,Sr-1>)                                                   +      16.14 |       3.86 | metallic                     | 0x31963b060d71ee24a6d458b75aa85e63b99bd7fb | 0x53c23863dedd78939a1e2a530ad8f627cd90a55df3cccab37311dfcf1da16d9a | 0x38daa398eab3153010f59a3996107d0c795ad73b9e08e44e037b5fc626dd0b33 |
|    46907*|bohr    |  Gj-11∙ +  Vi-13∙ +  Ct-15∙ +  Cl-27∙ +   K-32∙           +      230 =>   Gj-11 + Vi-13 + Ct-15 + Cl-27 + K-32                                   +     218.50 |      11.50 | none                         | 0x001cba6ce66f2cd85c3a4073742f59b4a781d954 | 0x5de072d53ccf325a115bd6624fd012cb83d226210787457e838a5fe5e90970d4 | 0xfa7d35f1625f1285e92ea978c6bb478a0b6b6d945f8de2c2dd7e697327ebb954 |
|    46908 |bohr    |   Sr-1∙ +   Sr-1∙ +   Sr-1∙                               +       20 =>   Sr₃(Sr-1,Sr-1,Sr-1>)                                                   +      16.14 |       3.86 | metallic                     | 0x31963b060d71ee24a6d458b75aa85e63b99bd7fb | 0x82cdb772d53ec4246e8be02b757c83f901d2736a9813f1a6fc596f8613200308 | 0x38daa398eab3153010f59a3996107d0c795ad73b9e08e44e037b5fc626dd0b33 |
|    46909 |bohr    |   Sr-2∙ +   Sr-2∙ +   Sr-2∙                               +       20 =>   Sr₃(Sr-2,Sr-2,Sr-2>)                                                   +      13.29 |       6.71 | metallic                     | 0x31963b060d71ee24a6d458b75aa85e63b99bd7fb | 0x1fcfacee3b38611532ae0729f50d77adda4d768623d3977e986c7b48d7c8b2df | 0x38daa398eab3153010f59a3996107d0c795ad73b9e08e44e037b5fc626dd0b33 |
|    46910 |bohr    |  Gj-11∙ +  Vi-13∙ +  Ct-15∙ +  Cl-27∙ +   K-32∙           +      100 =>   Gj-11 + Vi-13 + Ct-15 + Cl-27 + K-32                                   +      95.00 |       5.00 | none                         | 0x001cba6ce66f2cd85c3a4073742f59b4a781d954 | 0xd4f3273d8c16e040b0f28c630a1740bbb09f259c4aa3787ebb0155aa8015c7df | 0xf7bfd8090e53ad26e875af50dcfa1e7cbed86c4355a48bc06c77205c8317c33f |
|    46911 |bohr    |   Sr-2∙ +   Sr-2∙ +   Sr-2∙                               +       20 =>   Sr₃(Sr-2,Sr-2,Sr-2>)                                                   +      13.29 |       6.71 | metallic                     | 0x31963b060d71ee24a6d458b75aa85e63b99bd7fb | 0x9db591e591ab081404d60fa9d8916295a791d93f8977246bdd3bdd07b0d62839 | 0x38daa398eab3153010f59a3996107d0c795ad73b9e08e44e037b5fc626dd0b33 |
|    46912*|bohr    |   Sr-1∙ +   T-15⁺ +   T-15⁺ +  Eb-20∙ +  Eb-21∙           +      106 => ⬇ Sr-1 + Ct-15 + Ct-15 + Eb-20 + Eb-21                                   +     100.70 |       5.30 | decay                        | 0x23f0aca854663cd759f1d7e45fe270c65b7a4c0c | 0x4c2e504ebec22e9ae221566f4ff2ac041001a940af7e5a2e360695614aaca1bf | 0x6d7352793e4338b7c8f7e4d8f5f9d762ec82f506edbf2896e6de1d7ac06e3baf |
|    46913*|bohr    |   Sr-1∙ +   T-17∙ +  Eb-21∙ +   P-21⁺ +  Kk-70ª           +      100 => ⬇ T-17 + Eb-21 + Eb-21 + SrKk(Kk-70,Sr-1>)                               +      32.02 |      67.98 | metallic, decay              | 0x101c94353d6c83bce15b92a00f6de5bab2e78c2d | 0x0de8e0e704d640bc078d4b65b3167cccf95e3faaa374f97f336439c8c4c0b0af | 0x5b17ba688495f36680f501241d2344cba1f5b8bb1c938f22903bc02d97e9fe0a |
|    46914 |bohr    |   Sr-2∙ +   Sr-2∙ +   Sr-2∙                               +       20 =>   Sr₃(Sr-2,Sr-2,Sr-2>)                                                   +      13.29 |       6.71 | metallic                     | 0x31963b060d71ee24a6d458b75aa85e63b99bd7fb | 0x82e304a195a55ffb3e38bce95b8f9411707d2c929fcc3f07173796fb9fc1ca0e | 0x38daa398eab3153010f59a3996107d0c795ad73b9e08e44e037b5fc626dd0b33 |
|    46917*|bohr    |   As-7∙ +  Gj-11∙ +  Ct-15∙ +  Cl-27∙ +  Mt-35∙           +      140 =>   Gj-11 + Ct-15 + Mt-35 + AsCl(As-7,Cl-27>)                              +      99.24 |      40.76 | metallic                     | 0x001cba6ce66f2cd85c3a4073742f59b4a781d954 | 0xa51a54119e95d7e19cfc6372f13be68f42aa2d28479b95cbe87a393e3c1cefa3 | 0x829db66cf1553be931d877a586a3033d0cbdc4d75bcad9584de20dae681559cf |
|    46919*|bohr    |  Gj-11∙ +  Vi-13∙ +  Ct-15∙ +  Nd-30ª +  Mt-35∙           +      150 =>   Gj-11 + Vi-13 + Ct-15 + MtNd(Mt-35>Nd-30)                              +     113.75 |      36.25 | chemical                     | 0x001cba6ce66f2cd85c3a4073742f59b4a781d954 | 0xdb495abc6c2d7dbbfd08461fc60c58f72fe6e91b920359d588f08b8def1aa62a | 0xea43ca09510a58b1b092e7329d7f1e06d8b1b70ae8eacf4c610aa49895dca862 |
|    46922*|bohr    |   Ei-5∙ +   Dz-7⁺ +  Eb-21∙ +   P-23∙ +  Cl-25⁺           +      100 => ⬇ Eb-21 + P-23 + Ro-25 + AsEi(As-7,Ei-5>)                                +      82.54 |      17.46 | metallic, decay              | 0xdab75f678c8e42c0756472fd2473a90ed8f73eeb | 0x1488e76001ca910e8bc359f8af8cb9075c8dd9f234d63b129f2d0b37e28a3eef | 0x2dbed87c30fbfbaf0fb5dd5f25dc278433c5aa09ec88253a93067b3232127969 |
|    46924*|bohr    |   Sr-1∙ +   Sr-2∙ +   Sr-2∙ +  Cl-27∙ +  Cl-27∙           +      113 =>   Cl₂Sr₃(Cl-27,Cl-27,Sr-1,Sr-2,Sr-2>)                                    +      51.16 |      61.84 | metallic                     | 0x386c9601145864ea2b6c4252860837eed6bc4e3b | 0x816612d27a7651124340f58263c4a28e4a33899740de38921351bce0aa3a1926 | 0xf8402c0975b40f1d63b6fc789f9b67e7006a111eeb13dfd361acf68aab44009a |
|    46927*|bohr    |   As-7∙ +   Dz-8∙ +  Xj-18∙ +  Nd-30ª                     +      200 =>   Xj-18 + Nd-30 + DzAs(As-7,Dz-8>)                                       +     173.53 |      26.47 | metallic                     | 0x457a223a59de9f7311c5d9af84bf81ef55c87735 | 0x0f5c20b75e7361290e4f33d68673baad484b1c9e06915b78efea0ce7f0687697 | 0x100391fb9c3755aa7d2d15d81b35307bc1c2dfc3ebcd5e56615c5c5e5cc7ed8d |
|    46928*|bohr    |   As-7∙ +   As-7∙ +  Eb-21∙ +  Ro-24ª +  Ro-24ª           +      100 =>   Eb-21 + Ro-24 + Ro-24 + As₂(As-7,As-7>)                                +      79.63 |      20.37 | metallic                     | 0xac2418eec70f672e64f5a30b4475c9a6fffaf429 | 0x672c5fd9a1d259e1f5acb5147fc8b5720b98fc1866d347066d1b55c4a6090e04 | 0xb931c1e8c4aaec1541f438043b83f60d9bab5a9f45373eedc4779ee309671152 |
|    46929 |bohr    |   Sr-1∙ +   Sr-1∙ +  Eb-21∙ +  Eb-21∙ +  Eb-21∙           +      100 =>   Eb-21 + Eb-21 + Eb-21 + Sr₂(Sr-1,Sr-1>)                                +      93.10 |       6.90 | metallic                     | 0x9ce0ca4d5434cbf24b83d842533704c82efcba90 | 0x3b4cd3caacfc8765dfe75ef8680f79ca5b1c6ddc93467f9c27c3d6fffd4cab0a | 0x8a9078c849827cef9e975f6b8861c6d0b7148b6d51a10b3b3cf852208093eee4 |
|    46930*|bohr    |   As-7∙ +   Dz-8∙ +  Eb-21∙ +  Eb-21∙ +  Eb-22∙           +      100 =>   Eb-21 + Eb-21 + Eb-22 + DzAs(As-7,Dz-8>)                               +      78.53 |      21.47 | metallic                     | 0x8f20e066999088880b9e232f84e90c220cd32118 | 0x3775e692cfe232550fd5c0bafe9fff93b17a25dd4746678a7fe5fe7f13faa43a | 0x2b2e73c39bceb62ba822db7a34aa257a484fa1e68fb0c97430fc8b8e0fd93a84 |
|    46931*|bohr    |   Sr-1∙ +   Sr-1∙ +   As-7∙ +  Cl-25⁺                     +      100 => ⬇ As-7 + Sr₂Ro(Ro-25,Sr-1,Sr-1>)                                         +      71.02 |      28.98 | metallic, decay              | 0x48549143af205baaab4807489279d798e1de22a7 | 0x5fff723f6aaac8d56618f6ac81443413015820af31637c50d51b48c46f2fb413 | 0x8d450cf3929541470d505ec763810f943d95916b8ca3da97a778809c0b0c22ff |
|    46932*|bohr    |   Sr-1∙ +   Sr-1∙ +   As-5⁺ +   Dz-8∙ +   Dz-8∙           +      100 => ⬇ Sr-1 + Sr-1 + Dz₂Ei(Dz-8,Dz-8,Ei-5>)                                   +      73.20 |      26.80 | metallic, decay              | 0xef9d1fbcdb2027cffe362c12716666f9cc777286 | 0xed7ce9f0bef06f1f8acbb474bd686baf6408998e56d70f68221a730c3b7b1c12 | 0xf5c839ff7f0adb759d4f63a65f29937cb52a08a0e950bb524bd66a8413e6fd64 |
|    46933*|bohr    |   Sr-1∙ +   Sr-1∙ +   Sr-1∙ +  Yu-29∙                     +      100 =>   Sr-1 + Sr₂Yu(Sr-1,Sr-1>Yu-29)                                          +      79.42 |      20.58 | chemical                     | 0xd33599100025de34c027af1dba90026b9eaec73b | 0xa9d4c8fe9f50f41dd2b0f7c924b03627a759018cd80870fd1791dcee8ade9bd5 | 0x91094d6866f95f2adc47a65992e693e7564496588e93f2585f55d8a446538551 |
|    46934*|bohr    |   Sr-1∙ +   Sr-1∙ +   Sr-3∙ +  Eb-21∙ +  Kk-70ª           +      100 =>   Eb-21 + Sr₃Kk(Kk-70,Sr-1,Sr-1,Sr-3>)                                   +      28.47 |      71.53 | metallic                     | 0xdb8f0c903d848d48c560f3f75f517e659af67502 | 0x0e919d4725eeb898dcb1c441b843cc9bf098d897df539c2efb1f63c30a306895 | 0x19fb920f1a507516e4582bdef454fa04e9d1c71e4b9312f39152fd9d2a2711d8 |
|    46935*|bohr    |  Eb-21∙ +  Eb-21∙ +  Eb-22∙ +  Eb-22∙ +  Eb-22∙           +      100 =>   Eb-21 + Eb-21 + Eb-22 + Eb-22 + Eb-22                                  +      95.00 |       5.00 | none                         | 0x101c94353d6c83bce15b92a00f6de5bab2e78c2d | 0xa520a751e38960e551e33909fc11f933dc2f90450b7834e0b9fa1f9a69091840 | 0x6771036046fb4c73c8283378ffa725c3d242d8e80ba10449f86b1a8df8c9d08c |
|    46936*|bohr    |  Eb-21∙ +  Eb-21∙ +  Eb-21∙ +  Cl-25⁺                     +      100 => ⬇ Eb-21 + Eb-21 + Eb-21 + Ro-25                                          +      95.00 |       5.00 | decay                        | 0xdab75f678c8e42c0756472fd2473a90ed8f73eeb | 0x5f4002bfcb432bff4151ab5824068a630bd9a90b9d99cc80472124b485eb382c | 0xe6c22aedcfe1ff4d9c7e5bc880825c50ea55759e47d58ee6e1b320b5339a3040 |
|    46939*|bohr    |   T-17∙ +   T-17∙ +  Xj-17⁺ +  Xj-18∙ +  Eb-20∙           +      150 => ⬇ T-17 + T-17 + T-17 + Xj-18 + Eb-20                                     +     142.50 |       7.50 | decay                        | 0x457a223a59de9f7311c5d9af84bf81ef55c87735 | 0x7b78cdf78987fb83497423b648a79ea2ab1a3286be5017f1b9b6e53e9e4915f1 | 0xfe855097fa2253f9b7a72ee510e0be16aa72e7b131a7afa856427dc674cf19a2 |
|    46940*|bohr    |  Xj-17⁺ +  Eb-21∙ +  Ro-22⁺ +  Cl-25⁺ +  Uq-47⁻           +      100 => ⬇ Xj-17 + Eb-21 + P-22 + UqRo(Ro-25,Uq-47>)                              +      31.05 |      68.95 | metallic, decay              | 0xdab75f678c8e42c0756472fd2473a90ed8f73eeb | 0x175d5607691c8e8606ee9532ed24859ee3f647b5025ba643e2cd6ca08b36567c | 0x45d7bafcc64abcce411e3c40aeac6a5cc65661d1901aaecee8969f97a376b341 |
|    46941*|bohr    |  Eb-20∙ +   P-23∙ +  Uq-47⁻ +   L-51⁺ +  Yv-72ª           +        0 =>   Eb-20 + P-23 + Uq-47 + L-51 + Yv-72                                    +       0.00 |       0.00 | none                         | 0x101c94353d6c83bce15b92a00f6de5bab2e78c2d | 0xf84df6c505fc1ddfac9fc86ea95471c60403f6257731f115bd92c43bd16cf68d | 0xf404b397909a35723d4ec30c5c0584ea114d91c5fc230008e9a078c23a77acb4 |
